<OPEN>,<HIGH>,<LOW>,<CLOSE>
166.1300000,166.8400000,160.7100000,161.4900000
161.1400000,161.3900000,154.5100000,155.2000000
155.1800000,158.5900000,154.6100000,156.0000000
156.9400000,157.4400000,150.2800000,150.2800000
151.5700000,153.3500000,149.7000000,152.0000000
150.6000000,152.2500000,148.6000000,149.2400000
149.4000000,154.2000000,147.6200000,153.9900000
154.4400000,155.5900000,152.1500000,153.4000000
153.1900000,155.3800000,152.3600000,153.6000000
152.9900000,158.4000000,152.2600000,158.2100000
158.7500000,160.3000000,157.8000000,159.5900000
161.1300000,163.4300000,161.0000000,162.5000000
163.0800000,163.5300000,161.3100000,162.5500000
163.1000000,165.8000000,161.7000000,165.0500000
164.9800000,165.7900000,163.2700000,164.6900000
165.5000000,166.0000000,163.9100000,165.2000000
166.0000000,168.3400000,165.0100000,166.6400000
166.3000000,166.5000000,163.6300000,164.7100000
164.6000000,167.4000000,163.7800000,165.5000000
164.2200000,166.6000000,164.0000000,165.8000000
167.0100000,170.8000000,166.4100000,170.8000000
171.0100000,172.3900000,168.8400000,169.9700000
169.7400000,170.4300000,166.8500000,167.7000000
168.5100000,171.6800000,167.8900000,171.3500000
170.9100000,172.0000000,169.9800000,170.6600000
169.8000000,170.6300000,168.1700000,169.2400000
168.4500000,169.1700000,164.7000000,166.5000000
167.4000000,170.0800000,165.7100000,168.8700000
170.4800000,170.4800000,167.1400000,168.0300000
167.8500000,168.3000000,165.4000000,166.3100000
166.5500000,168.4800000,162.5100000,165.7000000
166.5000000,166.9500000,163.5300000,164.0500000
163.8000000,163.8000000,160.6200000,160.7000000
160.9900000,164.2200000,160.6900000,163.9000000
163.1500000,163.4500000,161.1700000,161.6400000
161.5200000,161.6000000,155.0300000,155.9300000
156.4000000,156.7600000,152.7200000,153.0000000
153.0100000,157.1400000,151.6200000,157.1400000
157.1100000,158.8900000,154.4300000,154.7000000
154.4900000,156.0000000,152.1100000,152.8000000
153.3000000,155.1100000,151.7500000,152.8200000
153.1100000,153.4300000,148.2500000,151.9300000
151.4200000,153.7500000,150.1200000,150.1300000
145.4000000,147.3000000,145.0000000,146.0000000
145.6500000,145.6500000,142.8100000,143.0000000
141.9400000,142.2100000,136.2000000,139.0000000
139.6100000,142.8000000,139.0200000,141.6300000
142.5000000,145.1500000,141.8000000,145.0000000
145.2000000,147.1000000,143.5000000,144.9000000
144.2000000,144.9900000,142.7700000,143.4900000
142.5000000,145.6900000,141.7800000,144.2500000
144.3700000,146.0000000,143.6200000,144.1000000
144.8500000,146.4900000,143.8100000,144.4900000
144.3600000,147.2000000,143.4000000,147.1000000
146.2000000,146.4500000,144.7100000,145.5000000
146.5000000,146.8300000,143.2000000,143.8000000
143.2100000,146.7300000,142.8800000,145.5900000
146.6900000,148.3000000,146.2200000,147.5000000
147.4900000,149.8000000,147.1100000,149.3900000
149.3900000,149.7900000,147.8900000,148.9600000
149.2000000,151.0300000,148.9000000,150.3500000
149.6900000,152.5000000,149.0600000,152.1600000
152.3700000,155.3400000,152.3600000,155.0000000
155.5700000,157.0000000,154.9500000,156.9100000
157.5500000,160.9900000,157.5000000,160.8500000
161.5000000,162.6200000,158.3400000,159.9400000
159.7600000,162.2600000,159.4300000,161.4000000
161.8000000,163.1000000,159.8200000,161.9800000
162.0000000,162.9900000,160.8800000,161.7000000
161.3900000,164.3400000,160.5300000,164.3400000
164.0900000,164.9100000,163.4700000,163.9300000
163.9600000,163.9900000,161.7200000,162.1000000
161.2900000,162.3300000,158.6000000,161.3300000
161.6900000,162.3000000,159.9200000,160.2200000
160.7000000,162.3100000,160.1200000,161.5500000
162.4400000,166.0000000,162.4000000,166.0000000
165.3700000,165.7500000,163.1500000,165.4000000
165.5200000,167.3500000,163.8800000,164.5300000
165.5300000,168.0000000,165.3000000,166.3100000
166.6000000,169.9400000,166.5400000,169.9000000
170.0000000,170.9800000,169.1700000,170.0000000
169.4800000,170.0000000,168.6000000,169.7300000
170.4700000,172.9500000,170.3800000,172.7900000
173.0300000,175.8800000,172.6600000,175.7500000
174.8000000,175.2000000,172.8000000,173.4000000
173.7400000,174.1600000,172.0100000,172.2000000
171.3000000,172.4900000,168.6400000,172.0500000
172.7700000,173.7700000,171.3700000,172.5100000
172.3100000,172.7200000,170.4600000,172.3300000
172.9500000,175.3000000,172.8300000,173.0500000
172.5200000,173.9900000,172.2700000,172.7200000
171.7000000,171.7100000,168.1300000,169.5000000
169.7800000,170.6900000,168.5000000,169.9000000
171.2000000,171.7000000,169.7000000,171.0000000
171.0100000,175.3000000,170.9800000,175.3000000
175.5000000,179.9400000,175.3000000,179.8000000
180.8800000,182.2500000,179.6000000,180.5100000
180.7500000,181.8500000,179.2000000,181.8500000
181.9000000,182.0000000,179.5100000,181.8900000
182.5000000,184.4800000,180.8500000,183.5000000
182.9500000,186.3300000,181.7100000,183.5100000
183.8500000,185.3300000,182.0200000,183.6600000
181.8200000,185.2700000,180.9300000,184.1000000
184.3900000,185.5900000,183.3300000,184.1400000
183.2500000,183.7300000,181.4700000,183.1200000
183.4700000,185.2500000,183.3200000,184.0000000
184.1000000,187.4300000,183.7700000,185.8900000
186.7000000,191.3000000,186.5100000,190.5000000
191.0300000,192.3100000,188.1400000,189.3200000
189.3000000,190.9500000,188.4000000,189.1000000
189.0000000,189.3900000,186.0000000,188.6400000
188.6800000,189.3000000,186.7200000,188.7500000
189.5800000,190.3700000,187.3100000,188.0400000
187.6500000,187.7200000,184.5500000,184.8500000
184.5300000,186.4700000,182.6500000,186.4700000
186.3500000,188.3700000,183.8000000,187.3800000
187.3600000,188.7700000,186.7700000,187.5500000
187.3300000,191.3800000,186.3700000,191.2000000
191.5800000,195.0000000,191.5400000,192.5400000
192.9400000,194.2900000,191.2000000,193.7000000
193.6300000,194.3000000,191.5300000,191.9600000
191.9600000,192.9400000,190.8000000,192.3300000
192.7100000,194.1000000,191.1000000,193.0000000
193.2500000,193.8700000,192.1300000,192.5000000
192.4900000,192.5900000,191.2200000,192.0300000
192.1800000,193.9300000,189.0600000,193.7400000
194.3000000,196.4200000,193.6700000,194.1600000
194.2200000,194.9000000,192.5800000,194.0000000
194.3000000,194.4500000,192.9500000,193.2100000
193.9400000,196.7500000,193.5600000,195.8300000
195.8300000,196.7500000,194.9500000,195.5100000
195.6300000,197.2900000,195.2000000,196.4800000
197.5300000,198.5200000,196.7000000,197.7000000
197.3900000,198.0000000,196.0700000,197.2000000
197.5000000,197.8900000,194.0100000,195.3100000
195.2600000,195.6900000,191.8100000,192.2000000
193.5400000,194.1400000,192.2300000,192.9700000
193.4300000,193.6400000,190.8200000,192.3400000
191.6900000,192.9200000,190.1300000,192.5000000
193.0100000,194.3700000,192.0400000,192.0400000
192.6500000,193.5000000,190.7200000,192.7500000
193.5300000,196.1800000,192.8700000,196.0500000
196.3200000,197.7000000,195.0000000,195.0000000
194.9600000,196.3600000,193.8000000,193.8000000
194.5000000,197.0500000,193.3300000,194.0500000
193.7700000,195.1200000,192.3800000,193.8500000
194.7700000,195.7500000,193.2000000,193.8000000
196.5000000,206.7000000,195.5600000,205.9600000
205.9200000,211.7700000,204.0600000,209.0900000
209.5500000,221.5000000,209.1200000,220.0500000
221.0100000,229.4000000,216.6100000,217.7000000
217.8000000,223.9900000,215.7800000,216.6100000
216.5100000,222.2000000,215.9600000,221.4000000
222.5300000,227.7500000,221.5400000,225.9500000
227.7300000,228.5800000,219.0900000,227.5000000
227.9000000,228.0000000,224.1000000,225.6500000
225.7000000,225.9700000,223.1600000,224.6000000
225.4900000,232.9900000,224.0700000,231.0000000
231.8800000,233.9500000,228.3800000,230.2500000
230.2800000,230.9900000,225.0600000,225.5600000
225.4000000,228.0000000,222.1500000,228.0000000
228.3900000,229.0400000,225.0000000,226.7600000
221.0000000,230.0000000,221.0000000,230.0000000
230.1300000,231.5000000,226.7000000,228.2000000
228.0000000,228.9200000,222.3500000,224.3500000
224.5300000,225.7600000,220.7600000,221.5000000
222.0000000,226.0000000,219.5500000,224.6000000
224.0000000,224.5500000,222.0000000,223.9100000
222.6500000,224.9000000,221.5700000,223.7500000
223.8300000,224.7900000,219.2300000,219.8100000
219.9000000,223.0000000,219.6100000,220.8900000
221.4000000,227.6900000,221.1000000,227.6900000
228.9200000,230.5000000,226.1100000,227.9000000
227.2700000,228.3300000,220.5400000,221.8000000
222.1600000,229.9000000,221.1000000,229.9000000
228.9100000,229.7900000,225.5700000,226.5300000
227.5000000,228.9000000,225.7000000,227.4000000
227.9000000,228.5000000,223.5000000,224.1000000
224.4500000,226.6800000,222.7000000,226.0000000
226.4600000,227.3900000,222.3500000,223.6000000
223.6800000,224.6400000,221.1200000,221.4400000
222.2200000,223.9000000,221.6500000,223.3000000
223.5200000,223.9800000,221.0000000,223.5700000
224.0300000,227.2000000,223.1000000,226.9800000
226.9000000,227.1700000,223.0000000,224.2000000
224.0500000,226.2000000,223.2700000,225.2000000
226.8800000,232.7000000,226.3500000,231.9000000
232.1300000,239.5000000,231.0000000,238.8000000
238.8500000,239.9500000,236.7000000,238.6000000
239.0400000,243.7600000,239.0100000,240.4000000
240.4100000,241.2500000,237.0600000,237.7600000
237.7600000,240.8800000,235.2100000,239.0000000
239.0000000,239.0000000,236.0500000,237.7500000
239.0300000,240.9700000,238.0000000,238.8500000
239.0000000,240.0000000,236.0100000,239.6400000
238.6200000,239.8200000,236.5300000,239.8200000
240.5000000,246.6900000,240.0000000,245.5000000
245.1600000,245.9800000,240.6800000,242.4500000
242.9700000,244.8900000,241.4100000,243.9900000
244.7800000,246.2500000,241.6700000,244.4000000
244.2000000,247.5300000,242.3200000,247.5300000
247.9000000,251.6500000,247.5800000,250.6400000
249.6000000,251.2300000,245.9300000,247.0000000
247.5000000,250.7900000,246.0000000,250.4800000
248.5300000,258.9600000,247.9100000,257.8000000
257.5000000,264.7900000,255.7000000,264.5000000
265.0000000,270.3000000,260.6000000,263.2000000
263.6300000,264.8300000,256.2000000,257.3200000
254.9300000,258.2900000,252.6000000,255.6400000
249.9800000,262.5500000,248.1000000,258.9400000
263.0000000,264.3700000,256.2600000,257.5800000
256.4000000,259.7600000,253.1900000,253.1900000
249.4800000,252.8900000,244.1300000,250.1100000
253.0000000,256.3600000,251.6700000,255.0500000
255.8700000,258.6200000,254.7000000,258.3000000
259.0800000,263.3700000,257.2600000,262.0300000
267.5300000,268.7700000,264.0000000,264.5800000
265.8100000,267.9700000,263.1100000,266.9900000
267.0000000,270.0000000,265.3000000,266.8500000
266.8600000,267.8000000,264.7200000,267.2200000
266.0600000,279.2000000,266.0500000,279.2000000
277.9600000,279.5000000,275.5200000,277.4900000
279.0000000,285.0000000,278.5900000,279.9700000
280.8200000,280.9900000,276.6100000,278.2100000
276.0200000,277.4100000,272.0000000,272.4000000
270.9800000,277.0000000,270.9000000,275.0000000
274.4000000,275.5000000,268.5600000,273.0000000
273.7000000,278.8400000,273.5000000,277.0000000
278.5000000,281.5000000,274.0300000,274.0300000
272.9900000,276.7200000,270.1500000,274.0000000
274.5700000,275.4800000,270.6100000,274.6000000
276.0500000,277.3000000,273.5500000,274.3000000
274.0000000,275.9300000,272.6600000,273.9500000
272.9200000,273.4000000,262.1100000,262.5000000
263.0100000,264.6100000,253.2900000,254.5100000
255.2800000,257.9800000,249.7600000,256.1500000
257.8000000,259.8100000,250.0100000,255.0000000
255.9500000,257.3400000,250.4000000,257.1500000
258.0000000,270.0000000,257.2300000,268.8800000
269.9700000,271.8000000,264.1000000,265.5000000
259.0300000,264.2500000,259.0300000,262.0000000
262.0200000,264.8700000,255.0000000,255.0000000
256.9900000,258.4300000,252.2700000,258.0000000
255.5000000,256.1200000,250.7500000,251.5000000
252.1400000,255.6000000,252.1400000,252.9000000
254.0200000,254.4900000,252.8000000,253.5700000
253.6000000,258.3400000,249.9900000,249.9900000
250.0100000,251.9300000,245.3800000,251.6000000
252.2200000,255.7700000,249.0900000,255.6900000
257.2600000,262.8900000,255.9200000,262.0000000
260.6400000,262.3200000,256.0100000,256.7600000
255.1000000,255.3000000,205.0000000,213.0000000
211.2400000,224.4700000,197.0000000,215.4800000
213.9800000,223.6000000,204.2400000,208.0000000
214.5900000,218.3900000,208.5000000,212.2100000
213.3600000,216.7000000,203.1400000,204.7000000
199.3500000,208.0000000,191.5000000,192.0600000
203.0300000,207.8700000,200.0000000,207.5000000
209.0200000,219.9300000,208.2500000,215.8700000
217.3400000,222.2200000,212.0000000,213.4500000
214.0200000,216.2700000,212.1300000,215.3600000
216.4800000,223.5000000,213.2200000,223.2500000
225.9200000,228.4300000,221.3000000,223.0000000
220.1300000,223.7800000,218.2000000,220.4500000
221.5700000,222.5900000,216.0000000,220.7000000
221.3700000,224.4300000,217.6200000,223.9100000
224.4000000,224.9900000,222.4000000,224.8000000
224.5000000,228.2000000,221.5800000,226.9900000
224.5000000,230.0000000,224.0200000,229.0200000
228.4200000,232.7400000,227.5000000,228.0300000
229.5900000,230.9400000,225.7000000,228.5500000
230.2000000,232.1800000,229.0600000,229.8600000
227.7700000,228.4800000,224.5000000,226.7000000
228.5000000,234.1400000,228.3700000,233.7000000
234.3000000,237.9500000,233.7400000,235.7200000
236.2200000,237.8000000,234.0300000,237.8000000
237.5000000,237.5000000,230.4000000,231.3900000
230.8800000,232.0000000,226.7000000,229.8000000
230.0200000,231.2500000,226.0500000,226.0500000
225.7100000,228.1600000,222.2000000,222.2000000
223.5500000,226.8000000,223.5500000,226.2100000
227.2700000,227.2700000,222.9500000,225.6000000
223.1200000,224.0700000,221.0000000,221.0000000
221.9200000,223.7000000,221.1200000,222.0100000
222.5200000,223.4800000,219.0000000,220.0000000
219.4700000,221.5000000,219.2000000,220.9000000
220.6500000,222.1300000,217.1000000,219.0000000
219.3000000,221.5500000,217.8800000,221.0100000
221.9800000,224.3500000,220.0000000,222.3600000
221.5000000,222.7700000,220.0000000,220.0000000
221.1400000,222.6700000,218.5700000,220.0000000
220.0000000,220.7900000,214.5100000,215.5600000
216.0100000,218.1900000,214.6500000,217.9000000
218.9400000,219.4500000,216.4100000,216.4100000
215.9900000,217.0000000,210.2500000,210.9500000
211.5200000,213.2700000,211.5000000,212.6000000
212.5800000,213.6100000,208.3300000,210.3500000
211.2500000,216.1300000,209.6300000,215.0000000
214.8000000,217.4900000,213.6000000,214.0000000
213.9000000,215.0000000,207.9000000,209.3600000
209.0000000,211.2000000,205.0100000,206.3000000
204.0000000,206.7700000,202.1100000,206.0000000
207.0200000,212.3700000,207.0200000,212.2000000
212.2000000,214.1600000,208.6200000,210.4000000
211.6300000,215.0000000,209.6200000,214.4300000
204.5000000,206.9400000,202.5100000,202.5100000
203.5100000,205.0000000,199.6000000,199.9100000
201.8500000,209.3300000,198.5500000,207.9500000
207.8100000,210.6300000,207.0100000,208.5000000
210.1200000,218.3000000,210.0900000,218.0000000
217.0100000,222.8300000,216.0000000,221.0100000
221.2000000,222.4500000,217.1000000,218.4500000
218.3000000,219.5600000,216.6100000,217.7000000
217.4800000,224.5400000,216.8500000,224.5400000
225.0200000,227.5900000,221.6100000,226.7100000
228.5000000,231.2400000,228.2000000,230.0000000
230.9500000,232.2500000,228.0000000,230.3000000
229.2000000,229.2000000,224.8000000,227.5700000
226.7600000,228.4500000,225.1000000,226.6000000
227.3000000,230.8600000,227.2200000,229.8500000
230.1000000,231.0000000,226.4200000,227.9900000
226.9100000,227.0000000,220.5200000,222.5000000
222.0000000,224.0000000,215.6400000,216.2800000
216.8000000,217.1100000,206.5600000,207.5000000
207.8000000,210.9500000,201.1000000,204.3400000
205.4200000,210.4000000,205.2500000,208.4200000
208.9200000,215.4500000,208.9200000,215.4500000
210.9900000,215.4500000,208.3400000,213.7000000
215.7000000,216.5100000,209.1100000,210.0000000
210.0000000,211.2200000,205.5800000,208.9000000
207.7700000,212.4900000,206.5600000,211.3300000
211.0200000,214.9400000,210.2400000,214.8600000
213.6100000,215.2000000,210.5700000,210.6000000
209.0000000,211.7200000,205.1300000,206.6000000
206.4900000,206.5500000,202.0000000,202.2100000
201.8000000,205.2000000,199.5700000,203.9000000
205.1900000,207.9500000,201.5500000,201.7900000
201.5300000,202.4500000,191.5100000,193.2000000
189.9900000,195.9000000,182.0600000,195.9000000
193.9800000,196.8500000,183.0100000,186.1500000
182.1600000,193.3900000,180.1500000,190.0000000
192.9800000,195.9800000,188.2000000,192.7600000
192.3500000,194.0000000,186.5300000,187.9800000
189.0100000,192.2800000,188.2200000,191.6000000
191.8100000,192.4300000,188.5900000,189.5500000
190.9800000,193.9900000,190.6400000,191.2000000
192.0100000,192.3400000,189.5500000,191.8000000
192.4300000,193.6900000,187.5600000,187.8000000
188.4000000,189.0600000,178.5500000,178.7100000
178.0000000,180.3900000,172.8000000,180.3900000
181.4800000,183.8300000,180.5200000,183.2700000
183.4400000,184.6400000,181.2200000,182.0000000
182.6000000,183.8500000,181.3100000,183.5000000
184.6100000,185.5700000,177.2500000,178.0000000
177.6000000,182.0000000,175.6100000,182.0000000
181.7200000,182.8700000,180.1500000,181.2100000
182.0000000,182.4900000,177.7100000,179.5000000
178.5000000,181.2500000,178.2800000,178.4600000
177.9800000,180.1800000,175.0000000,175.0000000
175.4700000,177.4500000,173.8500000,174.9000000
175.0500000,175.9700000,169.8500000,171.2100000
171.2400000,172.6700000,165.9000000,169.3600000
170.2300000,175.1900000,169.4000000,173.9000000
174.5000000,189.0400000,174.5000000,183.5000000
185.0000000,189.0000000,182.5300000,188.7100000
190.0000000,192.0700000,186.6000000,188.1100000
188.3000000,192.6900000,186.5100000,191.6500000
192.3400000,193.9700000,191.4700000,193.9000000
194.3100000,197.7300000,191.1600000,191.1600000
191.1900000,194.6800000,188.8300000,193.4400000
194.5000000,199.0600000,194.2900000,198.7500000
199.7000000,201.0000000,195.0600000,195.5500000
195.5400000,197.4000000,193.5900000,195.7900000
195.0000000,204.1000000,194.5600000,204.1000000
204.9300000,205.6700000,200.1000000,203.3200000
204.5000000,205.2500000,201.7100000,204.2000000
205.1700000,205.9800000,198.6200000,199.5000000
200.0000000,202.4700000,196.8500000,198.3000000
197.9100000,198.1900000,189.2500000,189.3500000
188.9800000,191.5900000,185.0500000,187.2000000
187.0500000,193.6000000,182.5100000,191.8500000
193.5000000,196.0400000,188.7000000,191.2500000
192.0000000,195.1200000,188.8100000,189.8900000
184.8400000,187.8300000,182.3000000,185.2700000
187.8000000,192.1600000,187.6100000,191.8500000
192.5000000,193.8900000,189.4500000,190.9200000
190.0200000,196.2000000,189.0000000,196.0500000
198.4000000,198.8000000,192.9200000,194.0500000
193.4800000,194.2000000,190.8000000,191.0000000
191.2000000,191.7000000,183.8000000,183.8000000
184.8400000,187.7200000,180.0300000,180.7000000
178.8900000,182.5000000,177.0200000,181.0000000
182.5100000,189.2500000,180.5000000,188.0100000
185.6600000,188.7500000,184.0300000,186.7100000
185.7700000,185.8500000,178.2700000,181.0000000
180.6000000,186.3000000,178.6400000,185.5900000
183.9000000,186.8200000,181.7400000,184.7800000
186.1700000,189.8000000,184.8300000,189.8000000
189.5400000,191.3600000,186.7000000,188.6700000
189.9700000,192.9800000,188.5700000,192.6000000
194.5100000,197.8500000,193.7300000,197.8000000
197.4100000,203.0000000,195.4000000,201.9000000
201.9800000,204.7000000,200.1000000,202.8900000
200.3800000,201.9600000,194.3300000,195.7500000
197.9700000,201.8500000,196.4000000,196.8200000
195.5000000,199.7000000,193.6800000,196.5600000
195.2100000,199.5600000,193.1800000,199.2000000
200.0200000,202.5000000,199.5000000,200.1500000
201.1200000,203.5000000,198.7100000,199.2600000
198.9500000,200.7000000,197.5000000,197.9900000
197.2500000,197.8000000,191.8100000,194.2100000
194.0700000,198.4000000,193.3800000,197.5000000
197.9500000,200.0100000,195.9200000,199.4000000
198.5800000,198.7700000,194.8600000,197.3000000
197.5000000,197.7900000,185.5300000,188.5000000
189.9200000,192.4500000,188.1100000,191.0300000
191.6100000,193.2700000,189.4500000,190.2000000
191.8500000,196.3700000,191.1000000,195.7600000
194.0500000,194.2500000,191.2200000,194.0000000
197.9900000,201.9000000,197.5800000,200.3000000
200.3000000,200.7000000,196.9300000,199.0000000
195.6900000,196.8000000,194.0500000,196.0000000
194.0000000,194.2300000,190.1100000,192.1900000
193.5100000,196.3500000,192.2000000,195.0100000
192.7200000,193.9200000,190.3900000,191.8000000
192.1800000,193.8000000,190.2000000,192.5700000
193.3000000,193.9000000,190.4500000,190.4500000
190.2300000,191.5500000,188.5600000,189.1700000
188.8500000,189.1000000,183.7300000,184.9300000
184.6500000,186.9600000,182.1100000,182.3000000
180.6600000,186.6000000,180.3700000,186.6000000
185.4500000,188.8500000,184.3500000,188.8500000
185.9500000,191.8200000,185.3100000,189.3000000
188.7400000,190.0500000,185.7000000,186.7900000
186.1000000,187.2600000,183.5100000,184.3000000
182.4100000,183.4700000,179.0400000,183.3000000
183.9200000,185.5000000,182.3500000,183.4000000
187.2000000,187.4000000,184.1800000,185.0000000
185.7800000,187.2200000,184.9800000,186.5000000
186.9000000,187.0000000,185.3100000,186.3000000
186.3700000,191.5000000,186.0000000,186.9900000
187.9900000,190.9900000,187.7700000,190.9900000
191.6600000,193.1800000,190.3700000,191.2400000
192.7100000,197.0000000,192.1000000,197.0000000
196.3000000,197.6400000,195.0300000,196.7500000
197.1300000,198.9600000,195.6100000,196.8000000
195.6800000,197.4400000,194.0000000,196.8000000
197.3900000,198.8400000,195.9100000,198.0000000
198.6400000,201.3000000,198.0200000,201.2600000
201.6700000,203.5500000,201.0500000,203.3200000
204.6000000,208.4400000,203.8300000,208.4400000
208.9200000,210.2000000,207.1700000,207.1700000
206.6500000,208.8800000,205.6300000,207.9500000
207.7500000,212.0000000,207.5200000,210.4000000
210.4000000,213.4300000,208.5500000,212.2000000
212.7700000,214.1400000,211.0100000,212.0000000
212.0000000,213.3000000,207.6300000,209.7000000
209.7100000,214.4900000,206.9100000,213.6100000
213.8000000,215.7000000,212.2200000,213.1400000
215.1700000,218.1000000,214.6700000,217.9000000
217.9900000,218.7000000,215.0100000,216.2900000
216.2500000,217.1400000,215.0600000,215.5000000
216.0000000,218.5500000,214.6100000,217.8500000
217.9200000,218.1500000,215.4100000,216.5900000
216.0000000,216.6500000,210.6000000,211.0100000
209.9900000,211.9300000,208.7000000,210.4300000
211.0000000,214.7200000,210.8000000,214.0000000
214.7300000,219.4500000,214.6000000,219.1000000
219.6000000,220.7000000,213.1000000,213.9000000
208.5000000,209.8500000,201.7000000,204.4300000
205.9400000,209.0000000,205.5200000,208.0000000
208.7000000,209.7300000,203.2000000,204.1900000
203.6000000,205.6000000,201.1000000,202.0800000
203.9000000,206.8900000,203.2300000,206.8900000
207.5600000,207.8700000,202.3000000,203.4100000
203.6200000,206.1000000,203.0300000,205.2500000
205.5000000,208.6000000,204.2000000,205.8600000
204.8000000,205.8000000,202.9000000,205.8000000
206.0600000,206.9000000,203.9000000,205.4000000
205.0000000,208.8900000,204.1600000,207.8000000
208.4400000,209.0000000,206.1000000,206.5400000
207.0200000,207.5000000,205.2500000,205.5000000
204.8400000,204.9000000,202.2500000,202.9200000
202.8900000,205.7000000,202.6000000,205.0000000
205.1000000,206.6700000,203.5000000,203.9500000
203.2000000,205.6000000,202.5600000,205.2500000
206.5000000,206.8900000,204.4000000,205.1000000
204.6900000,206.0000000,203.8000000,206.0000000
205.6000000,206.3800000,203.5000000,203.6600000
204.2000000,204.9500000,203.5500000,203.5500000
204.2500000,206.1400000,204.1100000,205.9000000
206.4000000,208.3100000,205.9300000,207.7000000
207.5500000,209.8400000,206.4000000,209.8000000
210.2700000,212.2900000,209.7700000,210.6100000
210.6500000,211.2900000,206.7000000,207.7000000
206.6600000,214.2000000,205.5500000,214.0000000
214.7100000,218.4600000,213.1300000,218.0000000
218.2100000,219.2500000,214.1000000,214.1000000
214.1400000,215.9500000,213.7200000,215.0700000
216.0000000,218.1900000,214.4000000,214.4200000
215.0500000,218.1100000,215.0100000,217.7000000
218.7500000,219.3200000,216.8000000,218.2300000
220.1200000,224.1600000,218.8800000,219.0500000
218.5000000,221.8500000,218.0100000,221.8000000
222.3500000,227.7000000,222.0300000,227.5000000
227.9000000,232.3000000,227.9000000,232.3000000
233.5400000,238.9000000,232.3900000,238.0000000
239.0000000,245.2500000,237.9400000,243.6800000
244.4000000,247.2300000,238.8600000,238.8600000
239.9700000,243.1500000,237.0000000,239.5000000
240.3900000,242.3000000,237.0600000,237.8000000
239.0000000,239.5000000,232.3200000,233.2400000
234.5200000,235.7500000,232.0000000,234.3000000
233.8000000,234.1100000,230.8400000,232.7900000
233.4800000,233.5000000,231.9000000,232.6000000
233.7000000,236.0900000,233.0500000,235.4100000
235.9900000,237.5600000,234.1600000,235.6700000
235.0000000,236.4700000,233.9400000,236.0000000
235.6800000,236.0000000,227.8000000,227.8000000
227.4700000,227.4700000,222.0800000,223.1800000
223.7000000,229.0900000,223.0500000,228.8000000
229.0200000,229.0200000,223.8100000,225.1700000
226.0000000,229.8400000,225.8500000,229.1000000
229.6900000,233.0000000,228.5500000,232.5200000
228.7200000,232.8000000,227.0000000,232.8000000
232.7000000,234.3400000,230.2600000,231.4900000
231.0300000,232.5000000,229.5000000,230.0000000
227.0000000,229.4900000,226.1100000,227.0000000
226.6000000,228.6700000,224.1500000,224.2200000
224.6000000,230.5500000,224.6000000,227.8800000
228.9200000,230.9600000,224.4300000,228.6900000
228.9800000,231.4500000,227.5900000,228.1900000
226.9800000,228.2400000,226.0000000,226.9400000
228.1000000,229.1800000,225.1000000,226.0000000
227.0200000,232.7100000,226.0400000,232.7100000
233.1300000,237.4000000,230.8000000,235.8600000
234.4800000,235.3700000,228.5700000,229.3000000
231.2100000,236.4500000,231.2000000,234.4500000
235.2700000,237.0000000,233.8300000,236.0000000
236.4000000,237.4700000,230.6000000,233.1900000
232.1900000,234.3000000,230.2500000,233.4000000
234.5600000,235.2100000,231.9100000,232.7500000
230.5600000,234.1000000,229.2100000,233.2400000
231.1800000,241.5000000,230.3500000,239.9500000
239.8500000,240.2500000,234.8000000,236.0000000
236.1200000,240.3000000,235.1100000,239.0000000
238.8700000,246.3400000,238.5300000,244.8900000
246.3800000,249.0000000,246.0600000,248.2800000
249.5800000,250.6500000,245.2000000,249.0000000
235.5000000,239.0000000,235.1100000,235.8900000
236.5000000,241.0700000,232.5500000,240.4900000
240.6000000,243.8000000,237.1000000,238.8000000
238.9100000,240.8700000,237.5000000,237.8000000
237.2500000,241.9900000,236.3600000,241.8000000
242.5000000,242.9500000,238.7000000,240.4000000
241.9800000,244.9900000,241.4000000,244.1000000
243.0100000,243.9000000,237.5600000,238.0200000
239.0100000,240.7500000,238.4200000,239.0900000
238.9500000,239.2000000,234.2000000,236.7000000
236.8000000,241.3700000,235.8100000,240.5900000
240.4200000,242.4400000,238.3000000,240.5000000
240.1200000,241.2300000,237.8700000,238.5500000
240.9800000,243.9000000,240.2100000,242.9800000
242.5200000,242.7400000,239.7000000,241.2000000
241.0000000,243.7000000,240.1700000,241.5100000
241.9700000,243.0000000,240.8100000,242.8200000
242.9500000,243.5000000,241.6100000,242.8300000
242.2200000,243.3000000,240.6800000,243.3000000
242.9500000,243.7000000,241.8700000,242.7400000
243.1100000,245.5000000,242.0100000,243.7600000
244.5200000,244.9700000,240.1700000,241.3000000
241.2900000,241.5000000,236.3700000,237.0200000
237.9000000,238.5900000,234.2300000,235.2700000
234.6500000,235.3000000,232.2500000,234.7500000
234.3200000,238.0400000,233.5000000,234.6300000
233.8100000,236.4000000,233.5000000,234.7800000
236.3500000,237.9300000,232.3200000,232.8500000
232.9300000,233.9800000,228.5700000,230.3500000
230.5000000,232.8300000,228.5200000,232.4800000
233.7200000,234.0000000,229.9000000,230.6500000
229.9900000,234.6500000,229.0200000,232.9000000
232.5000000,233.9900000,230.2500000,230.5500000
